date,value
2013-10-26,188.41
2013-10-27,196.44
2013-10-28,198.62
2013-10-29,204.79
2013-10-30,209.16
2013-10-31,205.18
2013-11-01,206.65
2013-11-02,207.76
2013-11-03,215.05
2013-11-04,231.01
2013-11-05,250.66
2013-11-06,263
2013-11-07,304.17
2013-11-08,338.66
2013-11-09,370.82
2013-11-10,350.7
2013-11-11,351.27
2013-11-12,362.81
2013-11-13,214.05
2013-11-14,225.9
2013-11-15,237.89
2013-11-16,250.26
2014-01-07,265.74
2014-01-08,270.68
2014-01-09,264.36
2014-01-10,271.19
2014-01-11,221.48
2014-01-12,228.52
2014-01-13,261.29
2014-01-14,255.69
2014-01-15,272.81
2014-01-16,266.16
2014-01-17,242.91
2014-01-18,241.49
2014-01-19,270.96
2014-01-20,286.39
2014-01-21,281.2
2014-01-22,270.15
2014-01-23,251.57
2014-01-24,222.43
2014-01-25,261.45
2014-01-26,297.02
2014-01-27,293
2014-01-28,232.5
2014-01-29,236.87
2014-01-30,230.5
2014-01-31,231.87
2014-02-01,253.52
2014-02-02,244.72
2014-02-03,226.48
2014-02-04,240.17
2014-02-05,237.32
2014-02-06,219.81
2014-02-07,383.2
2014-02-08,321.82
2014-02-09,312.27
2014-02-10,303.71
2014-02-11,312.46
2014-02-12,372.9
2014-02-13,357.99
2014-02-14,391.72
2014-02-15,361.84
2014-02-16,365.1
2014-02-17,356.95
2014-02-18,345.76
2014-02-19,331.77
2014-02-20,327.73
2014-02-21,382.96
2014-02-22,314.48
2014-02-23,339.91
2014-02-24,307.61
2014-02-25,341.38
2014-02-26,303.8
2014-02-27,394.05
2014-02-28,384.14
2014-03-01,373.38
2014-03-02,370.48
2014-03-03,302.91
2014-03-04,396.22
2014-03-05,374.28
2014-03-06,369.77
2014-03-07,365.34
2014-03-08,335.14
2014-03-09,343.95
2014-03-10,344.76
2014-03-11,338.42
2014-03-12,348.03
2014-03-13,344.2
2014-03-14,339.53
2014-03-15,339.14
2014-03-16,337.52
2014-03-17,332.68
2014-03-18,322.39
2014-03-19,322
2014-03-20,309.75
2014-03-21,304.59
2014-03-22,372.55
2014-03-23,370.24
2014-03-24,386.56
2014-03-25,385.44
2014-03-26,390.03
2014-03-27,380.56
2014-03-28,326.02
2014-03-29,304.86
2014-03-30,292.37
2014-03-31,283.02
2014-04-01,295.34
2014-04-02,295.05
2014-04-03,249.56
2014-04-04,254.65
2014-04-05,263.57
2014-04-06,266.32
2014-04-07,262.56
2014-04-08,257.42
2014-04-09,255.73
2014-04-10,243.37
2014-04-11,229.77
2014-04-12,239.61
2014-04-13,227.4
2014-04-14,269.75
2014-04-15,319
2014-04-16,342.38
2014-04-17,333.52
2014-04-18,298.6
2014-04-19,303.56
2014-04-20,310.87
2014-04-21,310.57
2014-04-22,303.22
2014-04-23,293.25
2014-04-24,300.46
2014-04-25,300.3
2014-04-26,264.54
2014-04-27,259.33
2014-04-28,247.53
2014-04-29,251.64
2014-04-30,251.1
2014-05-01,260.61
2014-05-02,257.93
2014-05-03,249.4
2014-05-04,239.77
2014-05-05,240.97
2014-05-06,248.04
2014-05-07,246.13
2014-05-08,248.4
2014-05-09,252.69
2014-05-10,255.77
2014-05-11,255.34
2014-05-12,242.26
2014-05-13,241.98
2014-05-14,246.66
2014-05-15,249.8
2014-05-16,250.66
2014-05-17,251.98
2014-05-18,249.77
2014-05-19,247.56
2014-05-20,291.44
2014-05-21,294.37
2014-05-22,325.36
2014-05-23,341.96
2014-05-24,325.17
2014-05-25,376.48
2014-05-26,388.39
2014-05-27,389.52
2014-05-28,378.62
2014-05-29,377.1
2014-05-30,318.46
2014-05-31,324.72
2014-06-01,371.51
2014-06-02,365.5
2014-06-03,374.11
2014-06-04,368.56
2014-06-05,363.53
2014-06-06,361.37
2014-06-07,356.94
2014-06-08,358.88
2014-06-09,357.7
2014-06-10,359.62
2014-06-11,357.04
2014-06-12,338.11
2014-06-13,315.14
2014-06-14,301.27
2014-06-15,392.94
2014-06-16,308.72
2014-06-17,310.89
2014-06-18,315.88
2014-06-19,312.24
2014-06-20,399.75
2014-06-21,399.46
2014-06-22,306
2014-06-23,303.21
2014-06-24,396.97
2014-06-25,383.6
2014-06-26,381.63
2014-06-27,300.12
2014-06-28,304.47
2014-06-29,304.08
2014-06-30,345.15
2014-07-01,357.86
2014-07-02,356.68
2014-07-03,350.77
2014-07-04,348.43
2014-07-05,333.22
2014-07-06,338.65
2014-07-07,337.16
2014-07-08,326.7
2014-07-09,327
2014-07-10,326.12
2014-07-11,332.09
2014-07-12,336.66
2014-07-13,334.73
2014-07-14,327.34
2014-07-15,325.14
2014-07-16,323.09
2014-07-17,326.29
2014-07-18,329.21
2014-07-19,329.17
2014-07-20,328.56
2014-07-21,324.09
2014-07-22,324.3
2014-07-23,324.43
2014-07-24,320.43
2014-07-25,307.07
2014-07-26,302.09
2014-07-27,398.94
2014-07-28,394.57
2014-07-29,388.38
2014-07-30,385.12
2014-07-31,386.24
2014-08-01,397.92
2014-08-02,394.91
2014-08-03,389.15
2014-08-04,391.95
2014-08-05,389.87
2014-08-06,387.49
2014-08-07,391.1
2014-08-08,398.12
2014-08-09,392.47
2014-08-10,394.46
2014-08-11,391.51
2014-08-12,376.95
2014-08-13,373.03
2014-08-14,346.24
2014-08-15,318.18
2014-08-16,321.48
2014-08-17,320.19
2014-08-18,299.37
2014-08-19,285.71
2014-08-20,318.28
2014-08-21,331.9
2014-08-22,321.48
2014-08-23,314.3
2014-08-24,312.89
2014-08-25,308.22
2014-08-26,312.69
2014-08-27,320.71
2014-08-28,316.16
2014-08-29,311.69
2014-08-30,309.31
2014-08-31,304.88
2014-09-01,285.31
2014-09-02,282.99
2014-09-03,281.71
2014-09-04,293.93
2014-09-05,290.64
2014-09-06,288.6
2014-09-07,288.07
2014-09-08,289.83
2014-09-09,277.38
2014-09-10,287.47
2014-09-11,282.35
2014-09-12,279.63
2014-09-13,282.12
2014-09-14,279.85
2014-09-15,278.62
2014-09-16,275.64
2014-09-17,268.17
2014-09-18,256.86
2014-09-19,227.83
2014-09-20,223.3
2014-09-21,212.43
2014-09-22,206.92
2014-09-23,241.56
2014-09-24,236.11
2014-09-25,223.52
2014-09-26,214.94
2014-09-27,206.62
2014-09-28,201.02
2014-09-29,385.21
2014-09-30,390.98
2014-10-01,391.38
2014-10-02,385.5
2014-10-03,377.69
2014-10-04,364.49
2014-10-05,341.8
2014-10-06,345.13
2014-10-07,339.25
2014-10-08,354.36
2014-10-09,382.73
2014-10-10,375.07
2014-10-11,367.19
2014-10-12,379.43
2014-10-13,397.23
2014-10-14,211.7
2014-10-15,202.23
2014-10-16,398.81
2014-10-17,385.48
2014-10-18,395.16
2014-10-19,393.94
2014-10-20,390.08
2014-10-21,392.65
2014-10-22,388.58
2014-10-23,385.05
2014-10-24,364.35
2014-10-25,359.86
2014-10-26,359.22
2014-10-27,358.63
2014-10-28,359.98
2014-10-29,357.83
2014-10-30,350.91
2014-10-31,348.05
2014-11-01,340.53
2014-11-02,329.05
2014-11-03,334
2014-11-04,331.77
2014-11-05,343.37
2014-11-06,352.97
2014-11-07,352.73
2014-11-08,347.03
2014-11-09,363.63
2014-11-10,374.82
2014-11-11,371.31
2014-11-12,229.72
2014-11-13,257.09
2014-11-14,219.25
2014-11-15,205.53
2014-11-16,390.8
2014-11-17,210.2
2014-11-18,392.4
2014-11-19,386.48
2014-11-20,382.02
2014-11-21,357.88
2014-11-22,364.84
2014-11-23,370.85
2014-11-24,387.21
2014-11-25,394.7
2014-11-26,377.7
2014-11-27,373.99
2014-11-28,382.84
2014-11-29,387.6
2014-11-30,382.53
2014-12-01,383.66
2014-12-02,384.04
2014-12-03,383.03
2014-12-04,378.65
2014-12-05,379.19
2014-12-06,378.45
2014-12-07,376.29
2014-12-08,376.03
2014-12-09,363.07
2014-12-10,352.38
2014-12-11,361.36
2014-12-12,352.98
2014-12-13,352.38
2014-12-14,353.32
2014-12-15,351.81
2014-12-16,345.86
2014-12-17,333.95
2014-12-18,323.71
2014-12-19,318.53
2014-12-20,330.32
2014-12-21,329.63
2014-12-22,334.12
2014-12-23,336.29
2014-12-24,334.74
2014-12-25,322.67
2014-12-26,331.42
2014-12-27,328.91
2014-12-28,320.03
2014-12-29,320.27
2014-12-30,314.81
2014-12-31,320.19
2015-01-01,320.44
2015-01-02,315.84
2015-01-03,315.15
2015-01-04,287.23
2015-01-05,278.34
2015-01-06,287.55
2015-01-07,298.75
2015-01-08,294.13
2015-01-09,291.11
2015-01-10,288.13
2015-01-11,279.64
2015-01-12,272.2
2015-01-13,268.28
2015-01-14,223.89
2015-01-15,229.07
2015-01-16,221.59
2015-01-17,211.73
2015-01-18,218.69
2015-01-19,216.73
2015-01-20,215.24
2015-01-21,227.79
2015-01-22,237.02
2015-01-23,234.84
2015-01-24,248.21
2015-01-25,255.07
2015-01-26,309.38
2015-01-27,275.48
2015-01-28,266.54
2015-01-29,238.71
2015-01-30,242.85
2015-01-31,233.5
2015-02-01,231.57
2015-02-02,242.18
2015-02-03,245.96
2015-02-04,230.06
2015-02-05,239.41
2015-02-06,230.51
2015-02-07,230.3
2015-02-08,229.44
2015-02-09,223.98
2015-02-10,221.81
2015-02-11,223.41
2015-02-12,222.2
2015-02-13,240.26
2015-02-14,259.81
2015-02-15,265.61
2015-02-16,239.52
2015-02-17,245.78
2015-02-18,244.25
2015-02-19,242.67
2015-02-20,247.1
2015-02-21,255.32
2015-02-22,246.39
2015-02-23,240.11
2015-02-24,239.9
2015-02-25,239.34
2015-02-26,237.71
2015-02-27,256.65
2015-02-28,254.69
2015-03-01,261.66
2015-03-02,276.3
2015-03-03,285.8
2015-03-04,284.23
2015-03-05,281.67
2015-03-06,277.61
2015-03-07,277.85
2015-03-08,277.86
2015-03-09,292.7
2015-03-10,300.04
2015-03-11,297.39
2015-03-12,297.09
2015-03-13,294.5
2015-03-14,286.34
2015-03-15,286.53
2015-03-16,294.11
2015-03-17,292.37
2015-03-18,285.34
2015-03-19,264.24
2015-03-20,264.85
2015-03-21,262.2
2015-03-22,269.75
2015-03-23,277.3
2015-03-24,267
2015-03-25,249.19
2015-03-26,254.35
2015-03-27,256.81
2015-03-28,254.21
2015-03-29,253.14
2015-03-30,249.24
2015-03-31,248.73
2015-04-01,247.54
2015-04-02,254.46
2015-04-03,256.04
2015-04-04,255.26
2015-04-05,260.68
2015-04-06,261.8
2015-04-07,255.81
2015-04-08,253.85
2015-04-09,246.12
2015-04-10,243.69
2015-04-11,239.54
2015-04-12,237.73
2015-04-13,236.94
2015-04-14,224.98
2015-04-15,223.83
2015-04-16,229.67
2015-04-17,228.91
2015-04-18,224.32
2015-04-19,226.35
2015-04-20,226.35
2015-04-21,235.27
2015-04-22,237.91
2015-04-23,236.47
2015-04-24,236.31
2015-04-25,232.56
2015-04-26,226.94
2015-04-27,233.31
2015-04-28,229.5
2015-04-29,227.04
2015-04-30,239.56
2015-05-01,238.97
2015-05-02,235.73
2015-05-03,243.24
2015-05-04,242.64
2015-05-05,239.2
2015-05-06,236.45
2015-05-07,239.1
2015-05-08,246.28
2015-05-09,247.8
2015-05-10,244.07
2015-05-11,244.27
2015-05-12,242.88
2015-05-13,243.7
2015-05-14,237.8
2015-05-15,238.75
2015-05-16,237.7
2015-05-17,238.03
2015-05-18,237.21
2015-05-19,234.15
2015-05-20,234.68
2015-05-21,236.24
2015-05-22,240.97
2015-05-23,241.03
2015-05-24,241.98
2015-05-25,241.02
2015-05-26,238.24
2015-05-27,238.64
2015-05-28,237.82
2015-05-29,237.52
2015-05-30,237.09
2015-05-31,233.25
2015-06-01,231.71
2015-06-02,226.42
2015-06-03,227.4
2015-06-04,226.58
2015-06-05,225.97
2015-06-06,225.72
2015-06-07,226.19
2015-06-08,229.46
2015-06-09,230.95
2015-06-10,229.78
2015-06-11,230.29
2015-06-12,231.06
2015-06-13,232.65
2015-06-14,234.86
2015-06-15,237.84
2015-06-16,251.74
2015-06-17,256.85
2015-06-18,252.11
2015-06-19,250.98
2015-06-20,245.83
2015-06-21,245.22
2015-06-22,247.92
2015-06-23,247.3
2015-06-24,244.34
2015-06-25,243.33
2015-06-26,243.75
2015-06-27,251.34
2015-06-28,251.17
2015-06-29,257.17
2015-06-30,267.87
2015-07-01,265.17
2015-07-02,261.63
2015-07-03,257.08
2015-07-04,261.46
2015-07-05,274.51
2015-07-06,277.42
2015-07-07,271.34
2015-07-08,272.97
2015-07-09,272.33
2015-07-10,294.59
2015-07-11,298.51
2015-07-12,314.39
2015-07-13,310.95
2015-07-14,296.15
2015-07-15,293.25
2015-07-16,291.18
2015-07-17,280.28
2015-07-18,282.53
2015-07-19,275.67
2015-07-20,278.98
2015-07-21,280.55
2015-07-22,277.67
2015-07-23,278.11
2015-07-24,289.25
2015-07-25,290.73
2015-07-26,293.05
2015-07-27,297.77
2015-07-28,296.65
2015-07-29,294.54
2015-07-30,290.13
2015-07-31,288.96
2015-08-01,284.93
2015-08-02,283.03
2015-08-03,285.47
2015-08-04,285.71
2015-08-05,285.5
2015-08-06,281.91
2015-08-07,280.39
2015-08-08,279.93
2015-08-09,267
2015-08-10,267.03
2015-08-11,270.39
2015-08-12,270.67
2015-08-13,266.23
2015-08-14,267.47
2015-08-15,266.67
2015-08-16,262.44
2015-08-17,260.5
2015-08-18,257.99
2015-08-19,237.41
2015-08-20,237.37
2015-08-21,236.43
2015-08-22,234.96
2015-08-23,232.71
2015-08-24,228.14
2015-08-25,226.32
2015-08-26,231.18
2015-08-27,228.64
2015-08-28,235.22
2015-08-29,233.22
2015-08-30,232.07
2015-08-31,231.96
2015-09-01,231.22
2015-09-02,230.58
2015-09-03,229.6
2015-09-04,230.9
2015-09-05,236.14
2015-09-06,242.91
2015-09-07,242.11
2015-09-08,245.78
2015-09-09,244.42
2015-09-10,241.29
2015-09-11,241.17
2015-09-12,240.12
2015-09-13,235.94
2015-09-14,232.44
2015-09-15,259.18
2015-09-16,231.22
2015-09-17,230.28
2015-09-18,234.35
2015-09-19,233.21
2015-09-20,232.37
2015-09-21,231.22
2015-09-22,232.39
2015-09-23,231.84
2015-09-24,235.65
2015-09-25,237.43
2015-09-26,235.4
2015-09-27,234.53
2015-09-28,239.34
2015-09-29,239.8
2015-09-30,237.73
2015-10-01,238.44
2015-10-02,238.54
2015-10-03,239.31
2015-10-04,238.97
2015-10-05,240.38
2015-10-06,246.94
2015-10-07,246.68
2015-10-08,244.25
2015-10-09,244.23
2015-10-10,245.32
2015-10-11,247.24
2015-10-12,247.45
2015-10-13,250.24
2015-10-14,254.28
2015-10-15,255.96
2015-10-16,266.13
2015-10-17,273.58
2015-10-18,271.67
2015-10-19,264.82
2015-10-20,270.83
2015-10-21,270.77
2015-10-22,276.51
2015-10-23,278.68
2015-10-24,281.71
2015-10-25,294.06
2015-10-26,285.3
2015-10-27,296.21
2015-10-28,306.33
2015-10-29,318.17
2015-10-30,334.17
2015-10-31,332.78
2015-11-01,327.47
2015-11-02,365.36
2015-11-03,217.9
2015-11-04,295.56
2015-11-05,247.56
2015-11-06,395.84
2015-11-07,390.59
2015-11-08,389.89
2015-11-09,385.28
2015-11-10,381.39
2015-11-11,340.58
2015-11-12,345.08
2015-11-13,340.91
2015-11-14,338.18
2015-11-15,334.66
2015-11-16,331.63
2015-11-17,338.35
2015-11-18,336.53
2015-11-19,335.33
2015-11-20,326.47
2015-11-21,328.16
2015-11-22,327.01
2015-11-23,325.12
2015-11-24,323.06
2015-11-25,329.13
2015-11-26,366.76
2015-11-27,363.59
2015-11-28,359.54
2015-11-29,371.94
2015-11-30,382.36
2015-12-01,378.93
2015-12-02,362.23
2015-12-03,370.27
2015-12-04,363.52
2015-12-05,389.79
2015-12-06,202.81
2015-12-07,399.97
2015-12-08,215.56
2015-12-09,223.12
2015-12-10,219.51
2015-12-11,251.94
2015-12-12,269.1
2015-12-13,241.68
2015-12-14,247.14
2015-12-15,265.32
2015-12-16,265.21
2015-12-17,257.86
2015-12-18,265.18
2015-12-19,265.58
2015-12-20,262.64
2015-12-21,244.73
2015-12-22,243.69
2015-12-23,244.53
2015-12-24,258.46
2015-12-25,258.31
2015-12-26,257.49
2015-12-27,224.01
2015-12-28,229.77
2015-12-29,232.98
2015-12-30,234.39
2015-12-31,232.92
2016-01-01,236.25
2016-01-02,236.06
2016-01-03,233.74
2016-01-04,234.52
2016-01-05,234.18
2016-01-06,231.86
2016-01-07,258.77
2016-01-08,262.93
2016-01-09,254.64
2016-01-10,248.31
2016-01-11,250.66
2016-01-12,248.18
2016-01-13,235.19
2016-01-14,233.32
2016-01-15,230.25
2016-01-16,390.56
2016-01-17,390.96
2016-01-18,388.1
2016-01-19,387.73
2016-01-20,225.27
2016-01-21,222.88
2016-01-22,210.41
2016-01-23,394.54
2016-01-24,205.49
2016-01-25,202.32
2016-01-26,397.77
2016-01-27,396.84
2016-01-28,395.5
2016-01-29,384.38
2016-01-30,380.92
2016-01-31,380.35
2016-02-01,378.07
2016-02-02,375.88
2016-02-03,374.95
2016-02-04,391.61
2016-02-05,391.09
2016-02-06,386.63
2016-02-07,380.87
2016-02-08,379.88
2016-02-09,377.25
2016-02-10,385.48
2016-02-11,383.13
2016-02-12,384.95
2016-02-13,391.86
2016-02-14,207.23
2016-02-15,210.38
2016-02-16,208.94
2016-02-17,221.17
2016-02-18,226
2016-02-19,223.1
2016-02-20,241.98
2016-02-21,248.05
2016-02-22,239.05
2016-02-23,239.86
2016-02-24,225.55
2016-02-25,227.72
2016-02-26,232.15
2016-02-27,234.23
2016-02-28,235.68
2016-02-29,241.51
2016-03-01,239.65
2016-03-02,235.92
2016-03-03,225.37
2016-03-04,225.18
2016-03-05,211.26
2016-03-06,211.91
2016-03-07,215.92
2016-03-08,216.24
2016-03-09,216.03
2016-03-10,217.51
2016-03-11,223.93
2016-03-12,221.8
2016-03-13,216.6
2016-03-14,216.68
2016-03-15,218.13
2016-03-16,217.69
2016-03-17,221
2016-03-18,220.55
2016-03-19,210.98
2016-03-20,214.63
2016-03-21,213.42
2016-03-22,218.38
2016-03-23,219.27
2016-03-24,218.68
2016-03-25,218.08
2016-03-26,218.99
2016-03-27,228.8
2016-03-28,226.86
2016-03-29,226.2
2016-03-30,216.83
2016-03-31,218.37
2016-04-01,218.17
2016-04-02,222.08
2016-04-03,221.58
2016-04-04,222.34
2016-04-05,224.26
2016-04-06,224.53
2016-04-07,223.66
2016-04-08,225.36
2016-04-09,220.89
2016-04-10,222.44
2016-04-11,222.74
2016-04-12,227.28
2016-04-13,226.66
2016-04-14,225.37
2016-04-15,229.93
2016-04-16,232.63
2016-04-17,231.37
2016-04-18,229.27
2016-04-19,236.02
2016-04-20,243.05
2016-04-21,250.55
2016-04-22,249.81
2016-04-23,250.28
2016-04-24,260.15
2016-04-25,266.62
2016-04-26,267.96
2016-04-27,267.08
2016-04-28,249.55
2016-04-29,255.38
2016-04-30,255.59
2016-05-01,252.48
2016-05-02,252.44
2016-05-03,251.1
2016-05-04,250.38
2016-05-05,248.51
2016-05-06,261.38
2016-05-07,260.68
2016-05-08,259.42
2016-05-09,262.48
2016-05-10,261.93
2016-05-11,254.58
2016-05-12,254.95
2016-05-13,257.06
2016-05-14,256.84
2016-05-15,258.69
2016-05-16,258.2
2016-05-17,255.07
2016-05-18,256
2016-05-19,254.63
2016-05-20,244.05
2016-05-21,243.78
2016-05-22,243.43
2016-05-23,244.35
2016-05-24,247.1
2016-05-25,250.3
2016-05-26,253.64
2016-05-27,278.15
2016-05-28,333.47
2016-05-29,353.96
2016-05-30,344.35
2016-05-31,346.62
2016-06-01,343.08
2016-06-02,340.35
2016-06-03,374.64
2016-06-04,390.13
2016-06-05,382.81
2016-06-06,386.47
2016-06-07,390.26
2016-06-08,382.84
2016-06-09,382.2
2016-06-10,379.13
2016-06-11,307.12
2016-06-12,384.84
2016-06-13,316
2016-06-14,304.5
2016-06-15,396.3
2016-06-16,373.72
2016-06-17,375.36
2016-06-18,377.99
2016-06-19,366.62
2016-06-20,364.08
2016-06-21,335.88
2016-06-22,378.67
2016-06-23,329.33
2016-06-24,381.73
2016-06-25,391.73
2016-06-26,365.98
2016-06-27,355.27
2016-06-28,359.25
2016-06-29,344.68
2016-06-30,375.4
2016-07-01,386.15
2016-07-02,303.7
2016-07-03,304.97
2016-07-04,383.66
2016-07-05,383.49
2016-07-06,381.9
2016-07-07,382.43
2016-07-08,366.71
2016-07-09,366.38
2016-07-10,352.29
2016-07-11,359.63
2016-07-12,375.26
2016-07-13,368.7
2016-07-14,362.9
2016-07-15,367.08
2016-07-16,366.46
2016-07-17,382.37
2016-07-18,381.55
2016-07-19,373.28
2016-07-20,372.93
2016-07-21,366.22
2016-07-22,366.58
2016-07-23,356.37
2016-07-24,363.11
2016-07-25,361.83
2016-07-26,356.23
2016-07-27,357.46
2016-07-28,357.6
2016-07-29,357.8
2016-07-30,358.22
2016-07-31,355.28
2016-08-01,326.12
2016-08-02,312.85
2016-08-03,373.36
2016-08-04,379.5
2016-08-05,378.28
2016-08-06,388.4
2016-08-07,397.51
2016-08-08,392.99
2016-08-09,391.09
2016-08-10,399.98
2016-08-11,397.54
2016-08-12,389.91
2016-08-13,389.77
2016-08-14,385.67
2016-08-15,373.58
2016-08-16,381.74
2016-08-17,380.89
2016-08-18,377.79
2016-08-19,378.24
2016-08-20,382.82
2016-08-21,384.16
2016-08-22,388.45
2016-08-23,389.47
2016-08-24,383.59
2016-08-25,380.45
2016-08-26,380.62
2016-08-27,379.85
2016-08-28,374.04
2016-08-29,376.28
2016-08-30,378.36
2016-08-31,377.86
2016-09-01,376.31
2016-09-02,375.64
2016-09-03,399.5
2016-09-04,311.84
2016-09-05,309.05
2016-09-06,310.83
2016-09-07,314.54
2016-09-08,328.77
2016-09-09,326.83
2016-09-10,325.1
2016-09-11,328.82
2016-09-12,308.46
2016-09-13,311.19
2016-09-14,311.95
2016-09-15,311.09
2016-09-16,309.26
2016-09-17,307.86
2016-09-18,310.16
2016-09-19,310.93
2016-09-20,309.52
2016-09-21,303.59
2016-09-22,398.49
2016-09-23,303.21
2016-09-24,304.58
2016-09-25,303.38
2016-09-26,308.14
2016-09-27,308.25
2016-09-28,306.59
2016-09-29,306.82
2016-09-30,309.74
2016-10-01,315.24
2016-10-02,314
2016-10-03,312.57
2016-10-04,312.05
2016-10-05,313.81
2016-10-06,313.82
2016-10-07,317.91
2016-10-08,319.85
2016-10-09,319.2
2016-10-10,321.32
2016-10-11,342.08
2016-10-12,341.34
2016-10-13,338.83
2016-10-14,341.28
2016-10-15,342.1
2016-10-16,342.9
2016-10-17,342.33
2016-10-18,340.74
2016-10-19,338.87
2016-10-20,331.92
2016-10-21,334.09
2016-10-22,358.2
2016-10-23,361.13
2016-10-24,357.25
2016-10-25,364.42
2016-10-26,379.73
2016-10-27,388.59
2016-10-28,390.44
2016-10-29,320.4
2016-10-30,314.12
2016-10-31,309.29
2016-11-01,336.45
2016-11-02,340.83
2016-11-03,345.77
2016-11-04,306.93
2016-11-05,307.51
2016-11-06,314.26
2016-11-07,310.74
2016-11-08,312.99
2016-11-09,340.05
2016-11-10,323.02
2016-11-11,318.32
2016-11-12,317.15
2016-11-13,305.26
2016-11-14,306.28
2016-11-15,315.72
2016-11-16,347.62
2016-11-17,355.64
2016-11-18,352.88
2016-11-19,356.24
2016-11-20,355.48
2016-11-21,341.72
2016-11-22,353.87
2016-11-23,352.25
2016-11-24,346.83
2016-11-25,341.65
2016-11-26,342.21
2016-11-27,339.02
2016-11-28,338.01
2016-11-29,337.47
2016-11-30,347.93
2016-12-01,358.27
2016-12-02,381.3
2016-12-03,378.25
2016-12-04,373.87
2016-12-05,373.47
2016-12-06,365.62
2016-12-07,371.54
2016-12-08,374.7
2016-12-09,374.53
2016-12-10,377.09
2016-12-11,374.8
2016-12-12,381.92
2016-12-13,388.46
2016-12-14,382.03
2016-12-15,381.43
2016-12-16,385.03
